web-scraper-order,web-scraper-start-url,property_type,property_type-href,property_name,prices,categories,commission,bedrooms,bathrooms,garage,amenities,address,area
1606913487-1997,https://meqasa.com/houses-for-rent-in-ghana?w=387,Read more,https://meqasa.com/apartment-for-rent-at-Dzorwulu-079633?y=2011063902,2 bedroom apartment for rent at Dzorwulu,"GH₵ 2,991","Apartment for Rent

Apartment for Rent in Dzorwulu",10.00%,2,2,2,"Air conditioning
Fans
Internet
Dstv
Roof terrace
Security service
Generator
Water reservoir",Dzorwulu,"1,000 m2"
1606912184-1868,https://meqasa.com/houses-for-rent-in-ghana?w=395,Read more,https://meqasa.com/house-for-rent-at-Cantonments-064882?y=1579737913,2 bedroom house for rent at Cantonments,"GH₵ 13,597","House for Rent

House for Rent in Cantonments",10.00%,2,2,,"Ensuite
Closets
Air conditioning
Open car spaces
Secure parking
Fully fenced",Cantonments,null
1606913609-2010,https://meqasa.com/houses-for-rent-in-ghana?w=386,Read more,https://meqasa.com/apartment-for-rent-at-null--077922?y=1151976411,3 bedroom furnished apartment for rent at null,"GH₵ 24,475","Apartment for Rent

Apartment for Rent in null Area",10.00%,3,2,4,"Air conditioning
Cooker
Washing machine
Fans
Refrigerator
Microwave
Internet
Dstv
Garden
Garage
Annexe (Boys' quarters)
Roof terrace
Swimming pool
Security service
Generator
Water reservoir",null,"null

null in null Area"
1606917077-2334,https://meqasa.com/houses-for-rent-in-ghana?w=366,Read more,https://meqasa.com/house-for-rent-at-Tesa-145868?y=627162307,4 bedroom house for rent at Tesa,"GH₵ 5,800","House for Rent

House for Rent in Tesa",10.00%,4,4,0,Air Conditioning,Tesa,null
1606918396-2431,https://meqasa.com/houses-for-rent-in-ghana?w=360,Read more,https://meqasa.com/apartment-for-rent-at-North-Legon-106930?y=1586433937,1 bedroom apartment for rent at North Legon,"GH₵ 1,000","Apartment for Rent

Apartment for Rent in North Legon",10.00%,1,1,0,Air Conditioning,North Legon,null
1606920367-2546,https://meqasa.com/houses-for-rent-in-ghana?w=345,Read more,https://meqasa.com/house-for-rent-at-Dzorwulu--125169?y=146040021,3 bedroom house for rent at Dzorwulu,"GH₵ 7,800","House for Rent

House for Rent in Abelemkpe",10.00%,3,4,2,"Air conditioning
Cooker
Washing machine
Fans
Refrigerator
Swimming pool
Security service
Water reservoir
Generator",Dzorwulu,null
1606914005-2060,https://meqasa.com/houses-for-rent-in-ghana?w=383,Read more,"https://meqasa.com/apartment-for-rent-at-Osu,-Greater-Accra,-Legon-028870?y=2114431657","3 bedroom apartment for rent at Osu, Greater Accra, Legon","GH₵ 13,597","Apartment for Rent

Apartment for Rent in Osu",10.00%,3,3,0,"Air conditioning
Cooker
Washing machine
Refrigerator
Microwave
Internet
Dstv
Garden
Garage
Security service
Generator
Water reservoir",Osu,null
1606914191-2084,https://meqasa.com/houses-for-rent-in-ghana?w=381,Read more,https://meqasa.com/house-for-rent-at-Labone-027158?y=236968613,4 bedroom house for rent at Labone,"GH₵ 16,317","House for Rent

House for Rent in Labone",10.00%,4,4,0,"Air conditioning
Cooker
Microwave
Internet
Garden
Garage
Water reservoir",Labone,null
1606914795-2147,https://meqasa.com/houses-for-rent-in-ghana?w=378,Read more,https://meqasa.com/house-for-rent-at-null-Area-001971?y=1973495269,4 bedroom house for rent at null Area,"GH₵ 19,036","House for Rent

House for Rent in null Area",10.00%,4,5,2,"Air conditioning
Fans
Internet
Dstv
Garden
Garage
Roof terrace
Swimming pool
Security service
Generator
Water reservoir",null Area,"null

null in null Area"
1606914220-2089,https://meqasa.com/houses-for-rent-in-ghana?w=381,Read more,"https://meqasa.com/house-for-rent-at-Labone,-Accra,-Greater-Accra,-Ghana.-027139?y=236968613","4 bedroom house for rent at Labone, Accra, Greater Accra, Ghana.","GH₵ 29,914","House for Rent

House for Rent in Labone",10.00%,4,4,0,"Air conditioning
Cooker
Refrigerator
Microwave
Garden
Garage
Security service
Water reservoir",Labone,null
1606913152-1960,https://meqasa.com/houses-for-rent-in-ghana?w=389,Read more,https://meqasa.com/house-for-rent-at-West-Legon-145480?y=234465972,3 bedroom house for rent at West Legon,"GH₵ 8,728","House for Rent

House for Rent in West Legon",10.00%,3,4,0,Annexe (Boys' quarters),West Legon,null
1606913025-1949,https://meqasa.com/houses-for-rent-in-ghana?w=390,Read more,https://meqasa.com/apartment-for-rent-at-Ridge-134007?y=1096242012,3 bedroom furnished apartment for rent at Ridge,"GH₵ 16,141","Apartment for Rent

Apartment for Rent in Ridge",null,3,3,0,"Air conditioning
Cooker
Washing machine
Refrigerator
Microwave
Internet
Garden
Swimming pool
Security service
Generator
Water reservoir",Ridge,null
1606913932-2049,https://meqasa.com/houses-for-rent-in-ghana?w=384,Read more,https://meqasa.com/house-for-rent-at-Labone-070577?y=1426609285,14 bedroom house for rent at Labone,"GH₵ 32,633","House for Rent

House for Rent in Labone",10.00%,14,10,15,"Air conditioning
Washing machine
Fans
Internet
Dstv
Garden
Garage
Annexe (Boys' quarters)
Roof terrace
Security service
Generator
Water reservoir",Labone,"3,000 m2"
1606913818-2031,https://meqasa.com/houses-for-rent-in-ghana?w=385,Read more,https://meqasa.com/apartment-for-rent-at-Dzorwulu-076080?y=1312970009,3 bedroom furnished apartment for rent at Dzorwulu,"GH₵ 9,790","Apartment for Rent

Apartment for Rent in Dzorwulu",10.00%,3,3,2,"Air conditioning
Cooker
Washing machine
Fans
Refrigerator
Microwave
Internet
Dstv
Garden
Garage
Annexe (Boys' quarters)
Roof terrace
Swimming pool
Security service
Generator
Water reservoir",Dzorwulu,"2,000 m2"
1606917723-2383,https://meqasa.com/houses-for-rent-in-ghana?w=363,Read more,https://meqasa.com/apartment-for-rent-at-null-Residential-Area-136460?y=1427077544,4 bedroom apartment for rent at null Residential Area,"GH₵ 25,195","Apartment for Rent

Apartment for Rent in null Residential Area",null,4,5,0,"Air conditioning
Roof terrace
Swimming pool
Security service
Generator",Residential Area,"null

null in null Residential Area"
1606913822-2032,https://meqasa.com/houses-for-rent-in-ghana?w=385,Read more,https://meqasa.com/apartment-for-rent-at-Cantonments-076075?y=1312970009,4 bedroom furnished apartment for rent at Cantonments,"GH₵ 29,914","Apartment for Rent

Apartment for Rent in Cantonments",10.00%,4,5,5,"Air conditioning
Cooker
Washing machine
Fans
Refrigerator
Microwave
Internet
Dstv
Garden
Garage
Annexe (Boys' quarters)
Roof terrace
Swimming pool
Security service
Generator
Water reservoir",Cantonments,"3,000 m2"
1606911831-1814,https://meqasa.com/houses-for-rent-in-ghana?w=398,Read more,https://meqasa.com/house-for-rent-at-Cantonments-067797?y=272170391,4 bedroom furnished house for rent at Cantonments,"GH₵ 27,195","House for Rent

House for Rent in Cantonments",10.00%,4,4,1,"Air conditioning
Cooker
Washing machine
Fans
Refrigerator
Microwave
Internet
Dstv
Garden
Garage
Annexe (Boys' quarters)
Roof terrace
Swimming pool
Security service
Generator
Water reservoir",Cantonments,"6,000 m2"
1606911838-1816,https://meqasa.com/houses-for-rent-in-ghana?w=398,Read more,https://meqasa.com/apartment-for-rent-at-SSNIT-Hospital-Lane-065110?y=272170391,2 bedroom apartment for rent at SSNIT Hospital Lane,"GH₵ 7,614","Apartment for Rent

Apartment for Rent in Osu",10.00%,2,1,2,Air Conditioning,Hospital Lane,40 m2
1606912779-1920,https://meqasa.com/houses-for-rent-in-ghana?w=392,Read more,https://meqasa.com/apartment-for-rent-at-Labone--130481?y=842130138,2 bedroom furnished apartment for rent at Labone,"GH₵ 22,000","Apartment for Rent

Apartment for Rent in Labone",10.00%,2,2,3,"Air conditioning
Cooker
Washing machine
Fans
Refrigerator
Microwave
Internet
Dstv
Garden
Garage
Roof terrace
Swimming pool
Security service
Generator
Water reservoir",Labone,450 m2
1606912180-1867,https://meqasa.com/houses-for-rent-in-ghana?w=395,Read more,https://meqasa.com/house-for-rent-at-Cantonments-064883?y=1579737913,4 bedroom house for rent at Cantonments,"GH₵ 17,370","House for Rent

House for Rent in Cantonments",10.00%,4,6,,"Water reservoir
Ensuite
Dishwasher
Closets
Air conditioning
Garage
Open car spaces
Secure parking
Swimming pool
Outdoor entertaining area
Fully fenced",Cantonments,null
1606914668-2131,https://meqasa.com/houses-for-rent-in-ghana?w=379,Read more,https://meqasa.com/house-for-rent-at-null-Hills-010056?y=1920454615,5 bedroom house for rent at null Hills,"GH₵ 27,195","House for Rent

House for Rent in null Hills",10.00%,5,5,0,Air Conditioning,null Hills,null
1606914410-2107,https://meqasa.com/houses-for-rent-in-ghana?w=380,Read more,https://meqasa.com/house-for-rent-at-null-017590?y=711616071,3 bedroom house for rent at null,"GH₵ 10,878","House for Rent

House for Rent in null Area",10.00%,3,3,0,"Garden
Garage
Water reservoir",null,"null 

null in null Area"
1606915808-2238,https://meqasa.com/houses-for-rent-in-ghana?w=372,Read more,https://meqasa.com/apartment-for-rent-at-Abelemkpe-001920?y=1021748157,2 bedroom furnished apartment for rent at Abelemkpe,"GH₵ 16,317","Apartment for Rent

Apartment for Rent in Abelemkpe",10.00%,2,2,,"Air conditioning
Kitchen cabinets
Closets
Cooker
Internet
Kitchen
Swimming pool",Abelemkpe,null
1606920575-2557,https://meqasa.com/houses-for-rent-in-ghana?w=344,Read more,https://meqasa.com/house-for-rent-at-Trasacco-127192?y=77328849,4 bedroom furnished house for rent at Trasacco,"GH₵ 11,600","House for Rent

House for Rent in Trasacco",10.00%,4,5,0,"Air conditioning
Cooker
Washing machine
Fans
Refrigerator
Microwave
Internet
Dstv
Roof terrace
Security service
Generator
Water reservoir",Trasacco,null
1606921056-2577,https://meqasa.com/houses-for-rent-in-ghana?w=343,Read more,https://meqasa.com/apartment-for-rent-at-null-Residential-Area-145560?y=872456723,3 bedroom furnished apartment for rent at null Residential Area,"GH₵ 13,400","Apartment for Rent

Apartment for Rent in null Residential Area",1 month's rent,3,3,1,"Air conditioning
Cooker
Washing machine
Fans
Refrigerator
Microwave
Internet
Dstv
Garden
Garage
Roof terrace
Swimming pool
Security service
Generator
Water reservoir",null Residential Area,"null

null in null Residential Area"
1606920501-2554,https://meqasa.com/houses-for-rent-in-ghana?w=345,Read more,https://meqasa.com/house-for-rent-at-East-Legon-124462?y=146040021,2 bedroom furnished house for rent at East Legon,"GH₵ 5,300","House for Rent

House for Rent in East Legon",10.00%,2,3,2,"Air conditioning
Cooker
Washing machine
Fans
Refrigerator
Microwave
Internet
Dstv
Garden
Annexe (Boys' quarters)
Security service
Generator
Water reservoir",East Legon,900 m2
1606916102-2261,https://meqasa.com/houses-for-rent-in-ghana?w=370,Read more,https://meqasa.com/apartment-for-rent-at-North-Legon-144549?y=2040822663,2 bedroom furnished apartment for rent at North Legon,"GH₵ 16,317","Apartment for Rent

Apartment for Rent in North Legon",5.00%,2,2,0,"Air conditioning
Washing machine
Refrigerator
Microwave
Security service",North Legon,null
1606920588-2558,https://meqasa.com/houses-for-rent-in-ghana?w=344,Read more,https://meqasa.com/house-for-rent-at-Tse-Addo-127393?y=77328849,2 bedroom house for rent at Tse Addo,"GH₵ 3,990","House for Rent

House for Rent in Tse Addo",10.00%,2,3,2,"Air conditioning
Cooker
Washing machine
Fans
Microwave
Water reservoir",Tse Addo,null
1606920046-2528,https://meqasa.com/houses-for-rent-in-ghana?w=346,Read more,"https://meqasa.com/house-for-rent-at-TEMA--COMMUNITY--(25)-REG=GHC50,-SERVICE=10)-146628?y=1584205477","3 bedroom house for rent at TEMA  COMMUNITY  (25) REG=GHC50, SERVICE=10%)","GH₵ 1,500","House for Rent

House for Rent in TEMA  COMMUNITY",10.00%,3,4,0,Annexe (Boys' quarters),TEMA  COMMUNITY ,"1,200 m2"
1606920797-2570,https://meqasa.com/houses-for-rent-in-ghana?w=344,Read more,https://meqasa.com/house-for-rent-at-Oyarifa-146727?y=77328849,2 bedroom house for rent at Oyarifa,"GH₵ 1,200","House for Rent

House for Rent in Oyarifa",null,2,3,0,Air Conditioning,Oyarifa,null
1606912104-1857,https://meqasa.com/houses-for-rent-in-ghana?w=396,Read more,"https://meqasa.com/house-for-rent-at-East-Legon,-off-the-french-school-064944?y=1766754622","4 bedroom house for rent at East Legon, off the french school","GH₵ 19,036","House for Rent

House for Rent in East Legon",10.00%,4,5,8,"Air conditioning
Internet
Garage
Swimming pool
Security service
Generator
Water reservoir",East Legon,null
1606912162-1863,https://meqasa.com/houses-for-rent-in-ghana?w=395,Read more,https://meqasa.com/house-for-rent-at-off-lincoln-street-064888?y=1579737913,4 bedroom house for rent at off lincoln street,"GH₵ 24,475","House for Rent

House for Rent in Abelemkpe",10.00%,4,5,5,"Water reservoir
Internet
Air conditioning
Swimming pool",lincoln street,null
1606919892-2520,https://meqasa.com/houses-for-rent-in-ghana?w=347,Read more,https://meqasa.com/apartment-for-rent-at-null-Area-131924?y=487352773,3 bedroom apartment for rent at null Area,"GH₵ 14,750","Apartment for Rent

Apartment for Rent in null Area",1 month's rent,3,2,0,"Air conditioning
Cooker
Washing machine
Refrigerator
Microwave
Internet
Dstv
Garden
Swimming pool
Security service
Generator
Water reservoir",null Area,"null

null in null Area"
1606913804-2029,https://meqasa.com/houses-for-rent-in-ghana?w=385,Read more,https://meqasa.com/apartment-for-rent-at-Dzorwulu-076082?y=1312970009,1 bedroom furnished apartment for rent at Dzorwulu,"GH₵ 8,158","Apartment for Rent

Apartment for Rent in Dzorwulu",10.00%,1,1,2,"Air conditioning
Cooker
Washing machine
Fans
Refrigerator
Microwave
Internet
Dstv
Garden
Garage
Roof terrace
Security service
Generator
Water reservoir",Dzorwulu,"1,000 m2"
1606913506-2000,https://meqasa.com/houses-for-rent-in-ghana?w=387,Read more,https://meqasa.com/house-for-rent-at-LAKESIDE-ESTATE--BOTWE-East-Legon-079570?y=2011063902,5 bedroom house for rent at LAKESIDE ESTATE -BOTWE-East Legon,"GH₵ 8,158","House for Rent

House for Rent in East Legon",10.00%,5,5,6,"Air conditioning
Cooker
Fans
Internet
Dstv
Garden
Garage
Roof terrace
Security service
Generator
Water reservoir",LAKESIDE ESTATE,"2,000 m2"
1606916066-2258,https://meqasa.com/houses-for-rent-in-ghana?w=371,Read more,https://meqasa.com/house-for-rent-at-Spintex-close-to-the-main-road-145736?y=1111288186,4 bedroom house for rent at Spintex close to the main road,"GH₵ 3,500","House for Rent

House for Rent in Spintex close to the main road",10.00%,4,2,0,Air Conditioning,Spintex,null
1606920727-2566,https://meqasa.com/houses-for-rent-in-ghana?w=344,Read more,"https://meqasa.com/apartment-for-rent-at-Bush-road,-around-Tse-Addo,-Greater-Accra-146713?y=77328849","2 bedroom apartment for rent at Bush road, around Tse Addo, Greater Accra","GH₵ 1,800","Apartment for Rent

Apartment for Rent in Bush road",10.00%,2,2,0,Air Conditioning,Tse Addo,null
1606917203-2343,https://meqasa.com/houses-for-rent-in-ghana?w=365,Read more,https://meqasa.com/house-for-rent-at-Spintex-145888?y=487004385,4 bedroom house for rent at Spintex,"GH₵ 4,669","House for Rent

House for Rent in Spintex",5.00%,4,4,4,"Air conditioning
Water reservoir",Spintex,111 m2
1606914457-2113,https://meqasa.com/houses-for-rent-in-ghana?w=380,Read more,https://meqasa.com/house-for-rent-at-East-Legon-016420?y=711616071,4 bedroom house for rent at East Legon,"GH₵ 5,439","House for Rent

House for Rent in East Legon",10.00%,4,4,0,"Internet
Garden
Garage
Water reservoir",East Legon,null
1606917912-2398,https://meqasa.com/houses-for-rent-in-ghana?w=362,Read more,https://meqasa.com/apartment-for-rent-at-null-Area-134163?y=1033437940,2 bedroom furnished apartment for rent at null Area,"GH₵ 21,000","Apartment for Rent

Apartment for Rent in null Area",1 month's rent,2,2,0,"Air conditioning
Cooker
Washing machine
Refrigerator
Microwave
Internet
Dstv
Garden
Garage
Swimming pool
Security service
Generator
Water reservoir",null Area,"null

null in null Area"
1606916961-2324,https://meqasa.com/houses-for-rent-in-ghana?w=366,Read more,https://meqasa.com/townhouse-for-rent-at-null-Residential-Area-145075?y=627162307,4 bedroom townhouse for rent at null Residential Area,"GH₵ 26,550","Townhouse for Rent

Townhouse for Rent in null Residential Area",10.00%,4,3,0,"Air conditioning
Cooker
Washing machine
Fans
Refrigerator
Microwave
Internet
Dstv
Garden
Garage
Annexe (Boys' quarters)
Roof terrace
Swimming pool
Security service
Generator
Water reservoir",null Residential Area,"null

null in null Residential Area"
1606914087-2069,https://meqasa.com/houses-for-rent-in-ghana?w=382,Read more,https://meqasa.com/house-for-rent-at-East-Legon-028761?y=1096053329,4 bedroom house for rent at East Legon,"GH₵ 16,317","House for Rent

House for Rent in East Legon",10.00%,4,4,0,"Air conditioning
Cooker
Refrigerator
Microwave
Garage
Generator
Water reservoir",East Legon,null
1606918625-2446,https://meqasa.com/houses-for-rent-in-ghana?w=359,Read more,"https://meqasa.com/house-for-rent-at-Satelite,-near-Amasaman-medie,-Greater-Accra-136962?y=2069510566","4 bedroom furnished house for rent at Satelite, near Amasaman medie, Greater Accra","GH₵ 3,000","House for Rent

House for Rent in Satelite",10.00%,4,3,4,"Air conditioning
Cooker
Washing machine
Fans
Refrigerator
Microwave
Dstv
Garden
Garage
Security service
Generator
Water reservoir",Amasaman,400 m2
1606912714-1914,https://meqasa.com/houses-for-rent-in-ghana?w=392,Read more,https://meqasa.com/house-for-rent-at-null--132748?y=842130138,3 bedroom house for rent at null,"GH₵ 19,900","House for Rent

House for Rent in null",10.00%,3,3,7,"Air conditioning
Cooker
Washing machine
Fans
Refrigerator
Microwave
Internet
Dstv
Garden
Garage
Annexe (Boys' quarters)
Roof terrace
Security service
Generator
Water reservoir",null,600 m2
1606915581-2216,https://meqasa.com/houses-for-rent-in-ghana?w=373,Read more,https://meqasa.com/house-for-rent-at-off-the-congress-hotel-064628?y=766596786,4 bedroom house for rent at off the congress hotel,"GH₵ 13,500","House for Rent

House for Rent in null Residential",10.00%,4,4,,Air Conditioning,congress hotel,null
